model,idx,image,true,pred,correct,prob_pred,prob_malignant,lesion_area,lesion_energy,peak_in_lesion,border_energy,hot_area
DenseNet121,23,benign (240).png,benign,benign,True,0.9998,0.0002,0.1071,0.1058,False,0.3669,0.1363
DenseNet121,24,malignant (140).png,malignant,malignant,True,0.7731,0.7731,0.1161,0.3012,True,0.2568,0.2224
DenseNet121,25,benign (385).png,benign,benign,True,0.9990,0.0010,0.0385,0.1157,True,0.2329,0.2665
DenseNet121,26,benign (125).png,benign,benign,True,0.9963,0.0037,0.0112,0.0440,True,0.1234,0.1912
DenseNet121,27,benign (72).png,benign,benign,True,0.9726,0.0274,0.0796,0.2623,True,0.2378,0.2159
DenseNet121,28,malignant (56).png,malignant,malignant,True,0.6378,0.6378,0.1902,0.0705,False,0.3180,0.2406
DenseNet121,29,benign (196).png,benign,benign,True,0.9989,0.0011,0.0345,0.0522,False,0.3211,0.4236
DenseNet121,30,malignant (120).png,malignant,malignant,True,0.9237,0.9237,0.1704,0.4402,True,0.0859,0.1766
DenseNet121,31,benign (346).png,benign,benign,True,0.9972,0.0028,0.1678,0.2892,False,0.2289,0.3086
DenseNet121,32,benign (139).png,benign,benign,True,0.9946,0.0054,0.0395,0.1622,True,0.2671,0.1917
DenseNet121,33,malignant (59).png,malignant,malignant,True,0.8039,0.8039,0.2347,0.2838,False,0.2341,0.3362
DenseNet121,34,malignant (8).png,malignant,malignant,True,0.9953,0.9953,0.0552,0.1854,False,0.0671,0.1909
DenseNet121,35,benign (319).png,benign,benign,True,0.9956,0.0044,0.0377,0.1390,True,0.1378,0.1868
DenseNet121,36,benign (303).png,benign,benign,True,0.9938,0.0062,0.0509,0.1228,False,0.1755,0.2434
DenseNet121,37,benign (434).png,benign,benign,True,0.9378,0.0622,0.1639,0.4587,True,0.2210,0.2323
DenseNet121,38,benign (28).png,benign,benign,True,0.9998,0.0002,0.0318,0.0845,False,0.1747,0.2824
DenseNet121,39,benign (294).png,benign,benign,True,0.9290,0.0710,0.0757,0.1170,False,0.2063,0.1679
DenseNet121,40,benign (122).png,benign,benign,True,0.9800,0.0200,0.0318,0.0570,False,0.2580,0.2182
DenseNet121,41,benign (129).png,benign,benign,True,0.9963,0.0037,0.0143,0.0495,False,0.1873,0.2002
DenseNet121,42,malignant (181).png,malignant,benign,False,0.9749,0.0251,0.0458,0.1450,True,0.2906,0.2133
DenseNet121,43,benign (171).png,benign,benign,True,0.5264,0.4736,0.0055,0.0298,False,0.2038,0.1218
DenseNet121,44,malignant (89).png,malignant,benign,False,0.5123,0.4877,0.2315,0.4457,True,0.1471,0.1679
DenseNet121,45,benign (395).png,benign,benign,True,0.9873,0.0127,0.1187,0.2942,True,0.2362,0.2942
DenseNet121,46,malignant (44).png,malignant,benign,False,0.9555,0.0445,0.0304,0.0884,False,0.2600,0.2332
DenseNet121,47,benign (264).png,benign,benign,True,0.9943,0.0057,0.0901,0.2841,True,0.1916,0.2077
DenseNet121,48,benign (33).png,benign,benign,True,0.9886,0.0114,0.0593,0.2263,True,0.2431,0.1569
DenseNet121,49,benign (44).png,benign,benign,True,0.9964,0.0036,0.0135,0.0480,True,0.1689,0.1953
DenseNet121,50,malignant (138).png,malignant,malignant,True,0.6747,0.6747,0.1196,0.3034,True,0.2304,0.1770
DenseNet121,51,benign (180).png,benign,benign,True,0.9907,0.0093,0.0254,0.0974,True,0.1008,0.1844
DenseNet121,52,malignant (54).png,malignant,malignant,True,0.9245,0.9245,0.0607,0.1391,True,0.1746,0.2151
DenseNet121,53,malignant (203).png,malignant,malignant,True,0.9690,0.9690,0.2251,0.4992,True,0.1622,0.2178
DenseNet121,54,benign (239).png,benign,malignant,False,0.8096,0.8096,0.0237,0.0265,False,0.2190,0.3754
DenseNet121,55,benign (23).png,benign,benign,True,0.9990,0.0010,0.0414,0.1372,True,0.0835,0.1797
DenseNet121,56,benign (398).png,benign,benign,True,0.9564,0.0436,0.2159,0.5220,True,0.2550,0.1804
DenseNet121,57,benign (277).png,benign,benign,True,0.9993,0.0007,0.0779,0.0900,False,0.3411,0.1440
DenseNet121,58,benign (235).png,benign,benign,True,0.7234,0.2766,0.0828,0.1128,False,0.2268,0.1658
DenseNet121,59,benign (334).png,benign,malignant,False,0.6360,0.6360,0.0240,0.0899,False,0.0837,0.1659
DenseNet121,60,benign (217).png,benign,benign,True,0.9655,0.0345,0.0870,0.2170,True,0.1973,0.2524
DenseNet121,61,malignant (52).png,malignant,benign,False,0.9488,0.0512,0.2075,0.3154,False,0.2690,0.2306
DenseNet121,62,benign (365).png,benign,benign,True,0.9882,0.0118,0.0310,0.1256,True,0.1244,0.1734
DenseNet121,63,benign (409).png,benign,benign,True,0.9988,0.0012,0.3656,0.2685,False,0.3105,0.1277
DenseNet121,64,benign (273).png,benign,benign,True,0.9980,0.0020,0.1051,0.0860,False,0.3647,0.1243
DenseNet121,65,benign (153).png,benign,benign,True,0.9988,0.0012,0.0064,0.0217,False,0.2425,0.1855
DenseNet121,66,benign (400).png,benign,benign,True,0.9420,0.0580,0.3702,0.7954,True,0.0750,0.1698
DenseNet121,67,malignant (33).png,malignant,malignant,True,0.9961,0.9961,0.2202,0.3897,True,0.1746,0.3181
DenseNet121,68,benign (369).png,benign,benign,True,0.9769,0.0231,0.0118,0.0475,False,0.2032,0.1519
DenseNet121,69,malignant (24).png,malignant,malignant,True,0.9656,0.9656,0.2132,0.4930,True,0.1022,0.1826
DenseNet121,70,benign (160).png,benign,benign,True,0.9979,0.0021,0.0099,0.0303,False,0.2760,0.3103
DenseNet121,71,benign (35).png,benign,benign,True,0.9983,0.0017,0.0116,0.0402,False,0.2945,0.2092
DenseNet121,72,benign (187).png,benign,benign,True,0.9984,0.0016,0.0158,0.0385,False,0.2033,0.3079
DenseNet121,73,malignant (172).png,malignant,malignant,True,0.9517,0.9517,0.0661,0.1514,False,0.1392,0.1887
DenseNet121,74,benign (284).png,benign,benign,True,0.9991,0.0009,0.0624,0.1292,False,0.2109,0.3801
DenseNet121,75,benign (37).png,benign,benign,True,0.9966,0.0034,0.0171,0.0728,False,0.2333,0.1952
DenseNet121,76,benign (241).png,benign,benign,True,0.9939,0.0061,0.0453,0.0681,False,0.1201,0.1780
DenseNet121,77,benign (324).png,benign,benign,True,0.9957,0.0043,0.0074,0.0376,True,0.3063,0.1820
DenseNet121,78,benign (7).png,benign,benign,True,0.9904,0.0096,0.0061,0.0325,False,0.3172,0.1683
DenseNet121,79,malignant (36).png,malignant,benign,False,0.9887,0.0113,0.0991,0.2899,True,0.2477,0.1915
DenseNet121,80,benign (169).png,benign,benign,True,0.9741,0.0259,0.0053,0.0250,False,0.2517,0.1736
DenseNet121,81,malignant (64).png,malignant,malignant,True,0.9646,0.9646,0.0689,0.0780,False,0.2463,0.1876
DenseNet121,82,benign (215).png,benign,benign,True,0.9936,0.0064,0.0235,0.0257,False,0.3536,0.1519
DenseNet121,83,malignant (7).png,malignant,malignant,True,0.9863,0.9863,0.0499,0.1610,False,0.0731,0.1972
DenseNet121,84,benign (157).png,benign,benign,True,0.9948,0.0052,0.0418,0.1620,True,0.2603,0.1952
DenseNet121,85,benign (336).png,benign,benign,True,0.8881,0.1119,0.0399,0.0834,False,0.1473,0.2878
DenseNet121,86,benign (428).png,benign,benign,True,0.9925,0.0075,0.0598,0.1549,False,0.1939,0.2576
DenseNet121,87,benign (417).png,benign,benign,True,0.9795,0.0205,0.0281,0.1170,False,0.1473,0.1573
DenseNet121,88,benign (436).png,benign,benign,True,0.9983,0.0017,0.0959,0.1893,True,0.2427,0.3215
DenseNet121,89,malignant (93).png,malignant,malignant,True,0.7044,0.7044,0.1439,0.0382,False,0.2492,0.1638
DenseNet121,90,benign (141).png,benign,benign,True,0.7898,0.2102,0.5125,0.7328,True,0.2609,0.1459
DenseNet121,91,benign (420).png,benign,benign,True,0.5921,0.4079,0.1261,0.4839,False,0.0477,0.1521
DenseNet121,92,benign (243).png,benign,benign,True,0.9014,0.0986,0.1046,0.1494,False,0.1913,0.2024
DenseNet121,93,benign (265).png,benign,benign,True,0.9664,0.0336,0.0677,0.1565,False,0.3239,0.1512
DenseNet121,94,malignant (55).png,malignant,malignant,True,0.5580,0.5580,0.0475,0.1992,True,0.2662,0.1900
DenseNet121,95,benign (64).png,benign,malignant,False,0.5132,0.5132,0.4487,0.5573,True,0.2097,0.2443
DenseNet121,96,malignant (45).png,malignant,benign,False,0.7307,0.2693,0.1738,0.0101,False,0.4232,0.1305
DenseNet121,97,malignant (128).png,malignant,malignant,True,0.9894,0.9894,0.3611,0.5525,True,0.1712,0.2705
DenseNet121,98,benign (387).png,benign,benign,True,0.9915,0.0085,0.0721,0.2332,True,0.1707,0.2151
DenseNet121,99,benign (99).png,benign,benign,True,0.9942,0.0058,0.0426,0.1779,True,0.2751,0.1839
DenseNet121,100,malignant (28).png,malignant,benign,False,0.7925,0.2075,0.0335,0.1732,True,0.3461,0.1383
DenseNet121,101,benign (24).png,benign,benign,True,0.9987,0.0013,0.0210,0.0806,True,0.0699,0.1956
DenseNet121,102,benign (30).png,benign,benign,True,0.9905,0.0095,0.0141,0.0710,True,0.2501,0.1641
DenseNet121,103,benign (411).png,benign,benign,True,0.9812,0.0188,0.1144,0.2920,True,0.2330,0.2825
DenseNet121,104,benign (402).png,benign,benign,True,0.9752,0.0248,0.0460,0.1450,True,0.3097,0.2690
DenseNet121,105,benign (364).png,benign,benign,True,0.9931,0.0069,0.0517,0.1479,True,0.2330,0.2918
DenseNet121,106,malignant (210).png,malignant,malignant,True,0.8935,0.8935,0.2211,0.2811,False,0.2524,0.1762
DenseNet121,107,benign (144).png,benign,benign,True,0.9867,0.0133,0.0028,0.0133,False,0.2898,0.1908
DenseNet121,108,malignant (157).png,malignant,malignant,True,0.9779,0.9779,0.0197,0.0079,False,0.1748,0.2494
DenseNet121,109,benign (213).png,benign,benign,True,0.6702,0.3298,0.0379,0.1754,True,0.1797,0.1518
DenseNet121,110,benign (290).png,benign,benign,True,0.9983,0.0017,0.1319,0.1520,False,0.1656,0.2560
DenseNet121,111,malignant (188).png,malignant,malignant,True,0.9174,0.9174,0.1327,0.1865,False,0.2384,0.4240
DenseNet121,112,benign (253).png,benign,benign,True,0.7779,0.2221,0.0373,0.1345,False,0.2089,0.1427
DenseNet121,113,malignant (152).png,malignant,malignant,True,0.7080,0.7080,0.2158,0.4917,True,0.2113,0.1736
DenseNet121,114,malignant (190).png,malignant,malignant,True,0.9628,0.9628,0.0916,0.2518,True,0.1119,0.2040
DenseNet121,115,benign (285).png,benign,benign,True,0.9984,0.0016,0.0584,0.1281,False,0.1967,0.3307
DenseNet121,116,benign (108).png,benign,benign,True,0.9919,0.0081,0.0312,0.0317,False,0.1896,0.2780
DenseNet121,117,benign (173).png,benign,benign,True,0.9995,0.0005,0.1019,0.1985,True,0.3317,0.1444
DenseNet121,118,benign (432).png,benign,benign,True,0.9974,0.0026,0.0781,0.2584,True,0.1461,0.1951
DenseNet121,119,malignant (150).png,malignant,malignant,True,0.6381,0.6381,0.3960,0.6697,True,0.1707,0.1439
DenseNet121,120,benign (238).png,benign,benign,True,0.9945,0.0055,0.0892,0.2207,True,0.2059,0.2887
DenseNet121,121,malignant (202).png,malignant,malignant,True,0.9897,0.9897,0.1359,0.3680,True,0.1592,0.2151
DenseNet121,122,malignant (46).png,malignant,malignant,True,0.6792,0.6792,0.0553,0.2059,False,0.1146,0.1535
DenseNet121,123,benign (67).png,benign,benign,True,0.9855,0.0145,0.1840,0.4953,True,0.1486,0.1678
DenseNet121,124,benign (156).png,benign,benign,True,0.9978,0.0022,0.0185,0.0718,True,0.1214,0.1836
DenseNet121,125,malignant (148).png,malignant,benign,False,0.9245,0.0755,0.0111,0.0403,False,0.3710,0.1902
DenseNet121,126,benign (220).png,benign,benign,True,0.9002,0.0998,0.0319,0.0262,False,0.2597,0.3154
DenseNet121,127,malignant (165).png,malignant,benign,False,0.8147,0.1853,0.4220,0.3751,True,0.3321,0.1954
DenseNet121,128,benign (76).png,benign,benign,True,0.9998,0.0002,0.0176,0.0630,True,0.1859,0.2030
DenseNet121,129,malignant (131).png,malignant,malignant,True,0.6511,0.6511,0.0491,0.0000,False,0.1343,0.2301
